pagamento_id,pedido_id,forma_pagamento,parcelas,bandeira_cartao,valor_pago,status,data_pagamento
7294,5978,PIX,-5,,,PAGO,2022-04-16
7295,5440,Cartão,11,Mastercard,2835.04,PENDENTE,2022-08-01
7296,5690,PIX,5,,mil,PENDENTE,2024-06-18
7297,9554,Cartão,8,Hipercard,13745.89,ESTORNADO,2025-02-13
7298,9295,Boleto,4,,3286.9,PENDENTE,2024-05-20
7299,1154,pix,doze,,4369.61,ESTORNADO,2025-04-08
7300,8210,Cartão,2,Elo,9998.18,PAGO,2024-12-09
7301,9210,PIX,6,,87.86,PENDENTE,2022-04-19
7302,6938,Dinheiro,7,,2403.46,PAGO,2022-11-30
7303,5205,Dinheiro,9,,11451.16,Estornado,2024-04-13
7304,10632,Cartão,3,Mastercard,8140.3,PENDENTE,13/11/2023
7305,5306,PIX,1,,4786.23,ESTORNADO,2025-01-08
7306,3946,Cartão,4,Visa,mil,PENDENTE,2022-09-17
7307,3426,Dinheiro,2,,,ESTORNADO,2025-04-12
7308,7248,Dinheiro,0,,10540.65,ESTORNADO,2023-04-28
7309,4497,Cartão,5,,9455.54,PAGO,2022-08-02
7310,8997,Cartão,3,Visa,6875.2,ESTORNADO,2022-08-14
7311,7771,Cartão,8,American Express,4635.21,PENDENTE,2025-03-30
7312,7137,PIX,12,,14936.18,PENDENTE,2023-04-20
7313,1003,Boleto,6,,13215.41,ESTORNADO,2022-01-19
7314,11452,Boleto,9,,7291.65,PAGO,2024-02-09
7315,4364,Cartão,5,Hipercard,14246.69,PENDENTE,2023-01-15
7316,6873,PIX,2,,2002.72,ESTORNADO,2024-07-10
7317,2839,Boleto,4,,12679.44,PAGO,2023-07-22
7318,4780,Pixx,9,Hipercard,14785.28,PAGO,2022-10-29
7319,7374,Dinheiro,7,,14409.45,PAGO,2023-02-11
7320,11188,PIX,12,,3357.88,ESTORNADO,2023-12-03
7321,11310,PIX ,8,,4360.11,PAGO,2024-11-23
7322,2818,PIX,-5,,1707.88,PAGO,2024-05-19
7323,3500,Dinheiro,2,,10900.82,Pendente,99/99/9999
7324,3808,PIX,7,,10696.67,PAGO,2022-02-17
7325,2615,PIX,9,,5769.35,PAGO,2023-04-21
7326,2649,Boleto,8,,8418.95,Pago,99/99/9999
7327,8499,PIX,10,,,PAGO,2022-08-27
7328,7870,Boleto,6,,9306.67,ESTORNADO,2023-07-06
7329,8234,Boleto,2,,1974.33,PAGO ,2023-07-22
7330,2220,Cartão,7,Hipercard,13728.27,PAGO,2025-03-25
7331,1232,PIX,6,,13377.5,PAGO,2023-03-26
7332,11213,Boleto,8,,7724.83,ESTORNADO,2023-10-04
7333,4301,PIX,2,,7195.77,PAGO,2024-03-26
7334,6257,Cartão,,,8226.0,PAGO,2022-09-22
7335,1197,Dinheiro,11,,11727.54,ESTORNADO,2024-01-03
7336,11949,PIX,5,,8179.72,PAGO,2022-01-09
7337,3721,Cartão,12,Hipercard,14227.2,PENDENTE,2022-12-28
7338,6481,,11,,9812.42,PAGO,2022-04-04
7339,10309,PIX,7,,mil,PAGO,2023-10-31
7340,11398,PIX,11,,5541.94,PAGO,2024-10-28
7341,8264,Dinheiro,8,,521.11,Pendente,2023-09-08
7342,7385,Dinheiro,5,,2250.77,PENDENTE,2022-06-20
7343,1734,Dinheiro,6,,838.85,PAGO,2023-10-30
7344,5347,Cartão,4,Visa,10530.48,PAGO,2023-11-27
7345,6050,PIX,2,,12098.2,ESTORNADO,2024-01-08
7346,10105,PIX,7,,4424.67,ESTORNADO,2024-02-20
7347,3259,Boleto,,,,PENDENTE,2022-03-30
7348,9932,Dinheiro,2,,6867.1,PAGO,2023-05-25
7349,4273,PIX,5,,2973.29,PAGO ,2022-03-06
7350,7351,PIX,9,,12495.44,PENDENTE,2022-05-26
7351,9147,Dinheiro,6,,1956.3,PENDENTE,2022-02-12
7352,6243,Dinheiro,2,,12734.94,ESTORNADO,2025-03-10
7353,6405,PIX,5,,8898.59,ESTORNADO,2024-10-23
7354,11795,PIX,3,,7964.31,ESTORNADO,2023-08-03
7355,11967,PIX,4,,3024.4,PAGO,2024-11-23
7356,9270,Cartão,4,Elo,4457.79,Pendente,10-15-2023
7357,10468,Dinheiro,8,,6150.96,PENDENTE,2024-05-18
7358,2280,PIX,6,,14415.57,PAGO,2022-12-21
7359,3136,pix,2,Hipercard,8265.12,PAGO,2025-02-16
7360,316,Dinheiro,,,7965.54,PAGO,2023-05-21
7361,6465,Cartão,8,Mastercard,5736.23,ESTORNADO,2022-03-23
7362,3147,Dinheiro,5,,,PENDENTE,2023-08-13
7363,1963,PIX,9,,14981.93,PENDENTE,2022-08-09
7364,4210,Dinheiro,9,,13339.39,ESTORNADO,2024-02-03
7365,1014,Dinheiro,7,,3943.9,PAGO,2025-04-11
7366,4097,Boleto,5,,10375.76,PENDENTE,2022-04-02
7367,4305,Boleto,12,,5197.42,ESTORNADO,2023-12-02
7368,4769,Cartão,1,Elo,10597.03,ESTORNADO,99/99/9999
7369,1373,PIX,11,,8789.75,PENDENTE,2023-07-04
7370,9239,Cartao,2,Elo,11500.23,PENDENTE,2022-05-21
7371,4713,Boleto,12,,,ESTORNADO,2023-11-21
7372,4200,Cartão,8,,7425.27,,2023-12-05
7373,10807,Cartao,-1,,11952.77,PENDENTE,2022-02-09
7374,2432,Dinheiro,8,,144.08,ESTORNADO,2023-08-12
7375,8838,Boleto,11,,mil,ESTORNADO,2023/05/16
7376,6679,Cartão,7,American Express,,PAGO,2024-09-14
7377,11591,pix,10,,5137.68,ESTORNADO,2022-09-21
7378,8139,Dinheiro,12,,mil,PENDENTE,2024-04-23
7379,5478,Dinheiro,11,,9004.86,ESTORNADO,2023-04-16
7380,9459,Boleto,5,,R$500,ESTORNADO,2023-10-24
7381,2289,Dinheiro,2,,8030.9,PAGO,2023-06-20
7382,4996,Dinheiro,10,,11889.56,PENDENTE,2022-08-23
7383,5723,PIX,4,,,PAGO ,2022-07-04
7384,7366,Boleto,3,,8357.31,ESTORNADO,2023-05-26
7385,3643,PIX,-5,,13991.57,pago,2024-10-26
7386,6497,Dinheiro,,,7572.08,ESTORNADO,2022-10-21
7387,9185,PIX,3,,14337.47,PENDENTE,2023-11-12
7388,6701,Dinheiro,4,,8993.48,PAGO,2023-01-24
7389,7291,Cartão,,,8716.49,PAGO,99/99/9999
7390,6778,Boleto,1,,11955.14,PENDENTE,2024-06-22
7391,6123,Cartão,12,Mastercard,11373.56,PENDENTE,2024-01-25
7392,9469,Cartão,11,American Express,1783.14,PAGO,2024-12-22
7393,8546,Cartão,6,Hipercard,10283.3,PAGO,2022-12-18
7394,5126,PIX,4,,14503.47,PAGO,2022-08-17
7395,7858,Dinheiro,11,,12982.62,PAGO,2024-04-04
7396,864,Cartão,2,Elo,9907.29,PENDENTE,2024-06-24
7397,4814,Dinheiro,4,,10354.39,PAGO,2022-12-31
7398,1265,PIX,6,,10339.51,PENDENTE,2023-06-22
7399,767,Dinheiro,2,,12773.12,PAGO,2022-09-05
7400,9175,Cartão,12,Elo,1558.08,PAGO,2023/06/15
7401,9753,PIX,4,,14378.48,PENDENTE,2024-12-18
7402,20,PIX,8,,,PAGO,2025-01-02
7403,2326,PIX,5,,3052.83,ESTORNADO,2024-08-11
7404,3316,Dinheiro,2,,9561.09,ESTORNADO,2023-01-04
7405,3477,PIX,2,,11068.83,PAGO,2022-10-27
7406,9799,Pix,-1,,5757.1,ESTORNADO,2023-10-13
7407,2540,PIX,6,,13323.7,ESTORNADO,2024-03-06
7408,4707,PIX,,,12884.62,ESTORNADO,2023-07-14
7409,3267,Cartão,1,,284.13,PAGO,2022-09-06
7410,2262,PIX,8,,11529.04,PAGO,2024-10-05
7411,3908,Pix,3,Visa,2268.01,ESTORNADO,2022-09-01
7412,3054,Boleto,7,,8518.82,ESTORNADO,2023-06-08
7413,875,PIX,3,,5315.93,PAGO,2024-06-18
7414,5650,Cartão,4,Mastercard,13643.93,ESTORNADO,2025-03-25
7415,3164,Boleto,-1,,3691.08,ESTORNADO,2023-10-13
7416,4857,PIX ,5,,mil,PAGO,2025-01-16
7417,4495,Pix,8,Elo,3303.56,PAGO,2022-04-06
7418,4250,Cartão,2,Mastercard,7449.97,,2024-08-20
7419,7659,PIX,12,,0,Pago,2025-04-11
7420,8209,Boleto,5,,6407.26,ESTORNADO,2023-02-09
7421,1340,Dinheiro,,,4107.7,ESTORNADO,2022-06-17
7422,7035,PIX,7,,1607.55,PAGO,2022-04-18
7423,3722,Dinheiro,3,,4753.76,PAGO,2023-01-30
7424,5295,PIX,7,,7016.38,ESTORNADO,2022-05-10
7425,8622,PIX,-1,,11169.64,PENDENTE,2023-07-22
7426,1597,PIX,3,,7998.45,ESTORNADO,04-29-2022
7427,3541,Cartão,11,Visa,2194.02,PENDENTE,2025-03-25
7428,1258,PIX,5,,12766.37,ESTORNADO,2022-07-26
7429,8444,Dinheiro,2,,12355.75,PAGO,2024-09-27
7430,3670,Boleto,3,,7889.22,PAGO,2024-08-22
7431,8763,Boleto,doze,,3702.72,ESTORNADO,2024-09-30
7432,8807,Boleto,4,,610.4,PAGO,2024-08-09
7433,6362,Dinheiro,4,,3753.06,ESTORNADO,2023-02-07
7434,4053,Boleto,,,12453.15,PAGO,2022-01-12
7435,2076,Boleto,11,,,ESTORNADO,2024-04-11
7436,5356,pix,5,,12503.43,PENDENTE,11-18-2022
7437,4679,Cartão,2,American Express,5005.54,ESTORNADO,2023-07-14
7438,4034,Boleto,1,,11301.33,Pago,2024-12-02
7439,6842,Dinheiro,10,,,Pagoo,2025-02-13
7440,6774,Dinheiro,9,,5286.99,Pendente,2023-12-17
7441,10729,Boleto,7,,7581.53,ESTORNADO,2024-10-14
7442,9686,boleto,3,,4414.08,PAGO,2023-03-01
7443,1754,Boleto,5,,644.09,PENDENTE,2024-07-22
7444,8936,Cartão,-1,,5029.02,PAGO,2023-04-14
7445,5341,Cartão,9,,4496.72,ESTORNADO,2022-07-11
7446,2126,PIX,2,,13939.44,PAGO,2022-06-07
7447,6756,PIX,,,9874.77,Estornado,2023-09-12
7448,2278,Boleto,12,,7244.41,PENDENTE,2024-02-05
7449,229,PIX,1,,11153.55,PAGO,2023-08-31
7450,5096,Cartão,6,Visa,10761.62,PENDENTE,2024-06-18
7451,6885,Dinheiro,,,13931.87,PAGO,2024-05-14
7452,4649,PIX,10,,5839.1,PENDENTE,2022-01-10
7453,2519,Boleto,10,,,PENDENTE,2023-01-09
7454,3053,PIX,1,,8443.0,ESTORNADO,2022-09-12
7455,7845,Pix,,,4463.0,PENDENTE,2022-08-25
7456,6196,Cartão,2,Mastercard,7972.49,PAGO,2022-10-12
7457,1820,Cartão,11,Elo,9028.7,PAGO,2023-05-31
7458,10462,Cartão,7,Mastercard,9328.88,ESTORNADO,2023-09-15
7459,5252,PIX,3,,9017.03,ESTORNADO,2023-02-10
7460,554,Boleto,9,,7880.32,PENDENTE,2025-01-11
7461,1061,PIX,2,,7854.86,PENDENTE,2024/02/04
7462,8703,Boleto,8,,1446.46,ESTORNADO,2024-07-25
7463,2168,PIX,8,,-500,ESTORNADO,2024-12-17
7464,7468,PIX,4,,3131.32,PAGO,2023-06-19
7465,7350,Cartão,5,Visa,5906.66,ESTORNADO,2024-01-11
7466,4106,PIX,4,,414.6,ESTORNADO,2022-11-15
7467,105,Cartão,3,,380.18,PAGO,2023-08-10
7468,9220,Cartao,8,,2417.03,ESTORNADO,2022-11-18
7469,7863,Dinheiro,9,,4559.28,ESTORNADO,2022-10-09
7470,5673,PIX,5,,992.34,PAGO,2023-02-12
7471,10549,PIX,5,,627.91,ESTORNADO,2024-09-04
7472,9031,PIX,10,,6510.29,ESTORNADO,2024-03-06
7473,43,Dinheiro,-1,,2620.8,ESTORNADO,2024-02-24
7474,2763,PIX,1,,8677.97,PAGO,2024-11-02
7475,9328,Boleto,12,,3871.04,PENDENTE,2022-10-01
7476,8804,PIX,2,,4268.34,PENDENTE,31/02/2025
7477,354,PIX,11,,9649.45,PENDENTE,2022-12-09
7478,254,Boleto,2,,21.22,PAGO,2023-04-21
7479,609,Boleto,-1,,8244.73,ESTORNADO,2022-12-12
7480,7169,Cartão,4,Hipercard,10445.22,PAGO,2024-07-29
7481,853,PIX,12,,2567.33,ESTORNADO,2024-09-11
7482,9051,Cartão,8,Hipercard,,ESTORNADO,2023-01-20
7483,6026,Boleto,9,,12719.23,ESTORNADO,99/99/9999
7484,8059,Pix,1,,2373.11,ESTORNADO,01-21-2024
7485,8628,PIX,6,,6957.92,PAGO,2024-09-11
7486,2235,PIX,10,,7263.71,PENDENTE,25/09/2022
7487,510,Cartão,9,Visa,13386.41,PENDENTE,2022-06-20
7488,4226,Cartão,12,Hipercard,13085.6,ESTORNADO,2022-12-31
7489,10930,Cartão,4,Mastercard,2642.98,PAGO,2023-06-19
7490,2304,Dinheiro,12,,3772.66,PAGO,2024-10-27
7491,950,Cartão,3,Elo,10604.66,PAGO,2024-07-04
7492,9333,PIX ,-5,,11669.96,PENDENTE,2025-01-28
7493,7801,PIX,4,,mil,ESTORNADO,2024-02-26
7494,1194,Dinheiro,-1,,12076.75,PAGO,2023-06-07
7495,483,Dinheiro,,,,PAGO,2023-11-28
7496,8359,Dinheiro,9,,10287.96,PENDENTE,2022-07-18
7497,6973,Boleto,4,,-500,PENDENTE,2023-02-09
7498,1083,pix,5,,12431.88,PAGO,2024-02-04
7499,865,Dinheiro,1,,2331.48,PENDENTE,99/99/9999
7500,8581,PIX,1,,9589.78,PAGO,2022-03-23
7501,8553,Cartão,6,Hipercard,2708.6,ESTORNADO,2022-02-25
7502,9809,Cartão,2,,12441.79,PENDENTE,2022-04-06
7503,11698,PIX,12,,11962.66,ESTORNADO,2023-11-10
7504,4303,Boleto,8,,5431.48,PAGO,2023-04-13
7505,2331,PIX,11,,14661.22,ESTORNADO,2024-05-19
7506,8394,Cartão,1,Elo,600.86,ESTORNADO,2024-07-09
7507,375,Cartão,3,Elo,7176.29,PENDENTE,2022-01-20
7508,7944,PIX,11,,4899.14,ESTORNADO,2022-05-18
7509,3242,Boleto,6,,5773.7,ESTORNADO,31/02/2025
7510,4951,Dinheiro,5,,9942.82,PAGO,06-06-2022
7511,1042,Boleto,11,,14908.97,PAGO,2023-08-20
7512,6869,Cartão,4,Elo,2880.84,PENDENTE,2024-07-08
7513,8433,Dinheiro,3,,10625.28,PENDENTE,2024-05-27
7514,1987,Cartão,10,Visa,673.87,PAGO,2025-02-19
7515,3617,Boleto,6,,1708.08,ESTORNADO,2022-03-08
7516,4369,Dinheiro,4,,12609.54,PENDENTE,2022-04-30
7517,7643,PIX,7,,783.27,ESTORNADO,2024-01-06
7518,7760,PIX,7,,4663.12,PAGO,2023-06-20
7519,1205,Boleto,3,,14019.11,PAGO,2023-10-24
7520,6665,PIX,,,13374.75,ESTORNADO,06-01-2024
7521,6640,Cartão,1,American Express,13589.59,ESTORNADO,2023-03-04
7522,498,Boleto,11,,8056.77,PAGO,2022-08-20
7523,505,PIX,3,,12001.98,ESTORNADO,2024-11-15
7524,674,pix,11,,6152.45,PAGO,2024-02-14
7525,7898,PIX,doze,,2127.95,PENDENTE,2023-05-29
7526,7164,Cartão,1,Elo,6867.92,PENDENTE,2023-04-18
7527,4810,Dinheiro,10,,10205.09,PAGO ,2023-11-12
7528,272,Cartao,11,,14247.48,PENDENTE,2025-02-10
7529,3024,Boleto,7,,7337.6,PAGO,2025-03-12
7530,7765,pix,3,,10529.41,PENDENTE,2022-06-18
7531,5970,Dinheiro,5,,0,PENDENTE,2022-10-11
7532,8568,Boleto,11,,3575.0,ESTORNADO,2024-03-18
7533,1792,Pix,11,,1090.82,PAGO,2024-11-24
7534,4805,PIX,5,,4766.84,ESTORNADO,2025-01-10
7535,8207,Boleto,8,,,PENDENTE,2022-02-03
7536,7726,Dinheiro,1,,8192.28,PENDENTE,2023-02-08
7537,8284,Cartão,12,Elo,8559.23,PENDENTE,2024-07-20
7538,4546,Boleto,4,,9924.71,ESTORNADO,2023-10-27
7539,9321,Cartão,6,Mastercard,6919.05,PENDENTE,2023-09-10
7540,7756,Boleto,10,,7141.66,PENDENTE,2025-03-09
7541,7900,Boleto,6,,-500,PAGO,2025-03-08
7542,1771,Dinheiro,9,,3736.11,ESTORNADO,2024-07-15
7543,11699,Dinheiro,,,6068.44,PAGO,2024-05-10
7544,7803,Cartao,6,,11153.88,PENDENTE,2022-05-07
7545,2766,Boleto,2,,12531.35,PAGO,2022-07-21
7546,1730,Cartão,11,Elo,445.31,Estornado,2024-12-30
7547,1806,Cartão,1,American Express,10274.22,PAGO ,2022-11-27
7548,2386,Dinheiro,,,599.76,PAGO,2022-02-06
7549,8867,Cartão,,,7152.82,PENDENTE,2025-01-01
7550,9243,Cartão,9,Mastercard,6599.11,PAGO,2023/03/20
7551,2965,PIX,,,,PAGO,2024-04-25
7552,2166,PIX,5,,5682.12,,2024-01-22
7553,1149,PIX,4,,4629.3,PENDENTE,2023-07-04
7554,1224,Cartão,2,American Express,0,PAGO,2022-03-21
7555,11041,Boleto,2,,mil,ESTORNADO,2024-03-12
7556,50,Cartão,12,Mastercard,2413.57,PENDENTE,2023-01-12
7557,7577,Cartão,3,Elo,12800.44,pago,2022-10-08
7558,1781,Boleto,9,,8257.84,PENDENTE,2023-06-18
7559,4730,Boleto,8,,,PENDENTE,2023-08-02
7560,2212,Cartão,7,Hipercard,9628.94,PAGO,2022-02-19
7561,4300,PIX,6,,4200.09,PAGO,2023-10-15
7562,1567,Dinheiro,2,,7369.09,PENDENTE,2024-09-26
7563,9566,Boleto,6,,10063.37,PAGO,2022-02-21
7564,5990,Boleto,10,,501.27,ESTORNADO,2023-10-21
7565,1747,Boleto,3,,690.47,PENDENTE,2025-02-03
7566,9745,Cartão,6,,160.76,PENDENTE,2022-10-31
7567,7952,Cartão,12,American Express,9070.6,PENDENTE,2022-08-29
7568,6088,PIX,4,,9624.9,ESTORNADO,2024-11-08
7569,4251,Boleto,3,,14399.52,PAGO,2024-01-27
7570,7813,Dinheiro,3,,5972.8,PENDENTE,2024-02-20
7571,6711,Dinheiro,9,,12369.56,PAGO,2023-02-22
7572,1623,Boleto,1,,2998.52,ESTORNADO,2024-03-28
7573,9704,PIX,4,,6616.1,PENDENTE,2022-03-24
7574,6501,Dinheiro,1,,13106.83,PENDENTE,2024-04-14
7575,7189,Dinheiro,12,,5936.17,PAGO,2022-11-12
7576,1337,Cartão,8,Elo,13484.16,PAGO,2022-07-15
7577,3360,Dinheiro,1,,12169.5,ESTORNADO,2022-12-31
7578,7033,Cartão,11,Hipercard,14231.34,pago,2022-07-21
7579,7181,pix,5,,4132.25,PAGO,2022-10-15
7580,4189,pix,3,,4524.59,PENDENTE,2024-05-28
7581,63,Dinheiro,5,,8510.45,PENDENTE,2023-02-15
7582,8807,Dinheiro,3,,4974.57,PENDENTE,2024-09-15
7583,5525,Dinheiro,12,,0,ESTORNADO,2025-02-05
7584,3563,PIX,6,,,PAGO,2024-11-17
7585,10963,Boleto,9,,mil,ESTORNADO,2024-03-02
7586,4268,Dinheiro,,,5442.47,ESTORNADO,2023-04-29
7587,8941,Boleto,8,,8039.04,PAGO,2023-09-25
7588,3678,Boleto,9,,7426.04,PAGO,2022-08-13
7589,2047,Dinheiro,3,,9472.23,PAGO,22/10/2024
7590,4507,Pixx,4,,6031.75,PAGO,2022-01-02
7591,7013,Boleto,1,,12568.31,PAGO,2023/02/23
7592,9450,Boleto,10,,R$500,PENDENTE,2024-02-23
7593,8630,Cartão,2,American Express,12222.51,PAGO,2022-09-29
7594,3127,Cartão,3,American Express,5648.33,PAGO,2023-02-08
7595,8120,Boleto,9,,10557.45,ESTORNADO,2022-03-10
7596,5264,Dinheiro,9,,14607.89,PAGO,2025-01-31
7597,6933,Dinheiro,8,,9453.38,PENDENTE,2022-04-01
7598,4853,Dinheiro,2,,11853.38,PAGO,2023-10-31
7599,8386,PIX,4,,1168.89,PAGO,2023-02-05
7600,5448,Cartão,5,,5206.2,PAGO,2022-06-08
7601,3159,Dinheiro,10,,6887.09,PAGO,2023-12-18
7602,2351,Cartão,8,Hipercard,3710.91,PAGO,2024-09-11
7603,898,Dinheiro,4,,10895.9,PENDENTE,2022-01-16
7604,451,Boleto,-5,,2660.86,PAGO,2023-08-13
7605,6285,Cartão,10,,5210.83,ESTORNADO,2022-02-20
7606,8724,Cartão,12,Hipercard,484.02,PENDENTE,2025-01-07
7607,3768,Cartão,1,Visa,8410.38,PAGO,2022-01-08
7608,6073,PIX,3,,1418.59,Estornado,2022-01-29
7609,9989,Pix,0,,9067.53,PAGO,2024-04-21
7610,11970,PIX,5,,12171.41,PAGO,2022-10-26
7611,8051,PIX,0,,4774.95,PENDENTE,2023-03-04
7612,341,Dinheiro,5,,2269.35,ESTORNADO,2023-04-03
7613,3862,PIX,7,,7714.09,Pago,2023-12-23
7614,3569,Cartão,5,Elo,0,PAGO,2025-01-13
7615,3773,Dinheiro,12,,7516.32,PENDENTE,2023-08-18
7616,4245,Dinheiro,,,1374.27,Pendente,2022-02-18
7617,1418,Dinheiro,12,,4653.27,PENDENTE,2023-01-08
7618,11590,Cartão,4,Elo,4807.1,PAGO,2024-11-01
7619,8488,PIX ,5,Hipercard,4234.99,PENDENTE,99/99/9999
7620,11473,PIX,4,,1876.72,ESTORNADO,2022-08-29
7621,4004,Boleto,,,2952.2,PAGO,24/10/2024
7622,4596,PIX,11,,14393.57,PENDENTE,2023-05-09
7623,5860,Pix,9,,5080.17,PENDENTE,04/05/2024
7624,2792,Cartão,1,Elo,9328.49,PENDENTE,2023-09-02
7625,9200,Dinheiro,11,,4653.58,PENDENTE,99/99/9999
7626,5283,Boleto,4,,12576.71,ESTORNADO,2022-09-25
7627,2613,PIX,5,,2378.55,ESTORNADO,2024-05-09
7628,2472,Dinheiro,2,,9345.46,PENDENTE,2022-10-10
7629,3076,PIX,,,3936.33,ESTORNADO,2023-11-26
7630,843,Dinheiro,12,,5246.17,ESTORNADO,2024-08-19
7631,8458,PIX,5,,13141.16,PAGO,2024-08-02
7632,11495,Boleto,10,,7026.71,ESTORNADO,2023-03-02
7633,10894,Dinheiro,11,,mil,PAGO,2025-04-09
7634,8894,Boleto,doze,,1650.99,PENDENTE,2024-04-18
7635,3540,Boleto,11,,10042.78,ESTORNADO,2022-12-27
7636,4730,PIX,6,,1374.27,PENDENTE,2023-10-02
7637,8717,Dinheiro,9,,6013.42,pago,2024/10/02
7638,2412,pix,8,,13724.99,ESTORNADO,2024-01-02
7639,1345,Cartão,11,Hipercard,1099.83,PAGO,2023-05-02
7640,8401,Boleto,10,,4299.5,PENDENTE,2024-07-14
7641,11796,Boleto,4,,8991.81,PAGO,2024-03-20
7642,8701,PIX,6,,4228.4,PAGO,2024-08-24
7643,2431,Cartão,6,Visa,1243.5,PENDENTE,2023-08-28
7644,1676,Boleto,11,,1507.33,pago,2023-02-13
7645,2512,Dinheiro,6,,,PENDENTE,2023-08-26
7646,8606,Dinheiro,9,,8558.27,PENDENTE,2024-06-30
7647,7135,Boleto,,,4589.59,PENDENTE,2022-04-01
7648,7237,PIX,,,9611.59,pago,2024-12-07
7649,8873,Dinheiro,10,,8715.98,ESTORNADO,99/99/9999
7650,11468,Dinheiro,-5,,3085.11,PAGO,2024-09-29
7651,5042,Dinheiro,7,,12187.54,PAGO,2023-11-11
7652,6273,Boleto,4,,4517.62,PENDENTE,2024-05-13
7653,6243,PIX,7,,R$500,ESTORNADO,2024-06-20
7654,5777,Cartão,8,Elo,8964.95,PAGO,2023-12-21
7655,1206,Dinheiro,9,,9977.24,ESTORNADO,2024-05-12
7656,149,Boleto,,,2930.59,PAGO,2024-03-30
7657,4283,PIX,6,,1123.84,ESTORNADO,2022/03/07
7658,6847,Cartão,5,American Express,9577.88,PAGO,2022-12-19
7659,9282,Cartão,12,Visa,3393.94,PENDENTE,2023-11-29
7660,343,PIX,9,,1988.85,PENDENTE,2022-05-03
7661,6671,Dinheiro,4,,6757.8,ESTORNADO,2025-01-31
7662,921,Cartão,1,American Express,11103.96,PAGO,2024-09-21
7663,7857,boleto,7,,125.09,Pago,2023-03-06
7664,11623,PIX,11,,5643.16,ESTORNADO,2023-03-25
7665,9208,PIX,2,,4060.53,PAGO,2024-10-08
7666,616,PIX,2,,8512.06,ESTORNADO,2023-02-02
7667,9542,PIX,,,578.04,PAGO ,2023-04-19
7668,7772,Boleto,9,,9294.71,PENDENTE,2025-01-26
7669,11669,PIX,6,,10100.17,PENDENTE,2022-04-13
7670,2741,Dinheiro,7,,,ESTORNADO,2024-05-17
7671,6362,PIX,8,,13168.73,ESTORNADO,2022-08-10
7672,6987,Dinheiro,1,,4180.17,PAGO,2023-12-09
7673,9119,Dinheiro,12,,3246.63,Pagoo,2023-02-21
7674,6879,Dinheiro,3,,5819.77,ESTORNADO,2024-04-20
7675,11838,Dinheiro,3,,4490.18,PAGO,2022-03-04
7676,8579,Cartão,7,,12276.02,PENDENTE,2022-03-01
7677,1469,Cartao,8,,6430.92,ESTORNADO,2022-09-16
7678,112,Dinheiro,3,,4855.2,ESTORNADO,2022-04-15
7679,3887,Cartão,3,Elo,8219.11,PENDENTE,2024/08/05
7680,4893,PIX,10,,10740.56,ESTORNADO,2022-11-07
7681,6004,Cartão,3,,4035.87,PAGO,2024-05-17
7682,11042,Dinheiro,,,1358.31,ESTORNADO,2023-03-22
7683,2424,PIX,4,,5424.19,PENDENTE,2024-11-21
7684,4069,Cartao,7,,13113.21,PENDENTE,2023-10-28
7685,1515,Cartão,,Visa,10538.09,ESTORNADO,2022-06-30
7686,1309,Cartão,12,,2401.57,PENDENTE,2024-06-24
7687,5595,Boleto,3,,376.85,PENDENTE,2023-03-20
7688,5767,Dinheiro,,,13305.71,ESTORNADO,2025-04-07
7689,1763,Boleto,12,,11278.33,PENDENTE,2024-02-24
7690,6434,PIX,2,,10592.43,PAGO,2023-01-19
7691,3060,PIX,11,,mil,PAGO,2023-05-30
7692,5682,Cartão,1,,9994.99,ESTORNADO,2022-06-28
7693,100,Cartão,,American Express,6267.93,ESTORNADO,2023-12-12
7694,1582,Dinheiro,12,,14828.57,Pendente,2024-10-15
7695,4161,PIX,8,,13916.06,PENDENTE,2023-03-08
7696,197,Cartão,10,,2554.98,PAGO,99/99/9999
7697,2411,Dinheiro,-5,,162.31,ESTORNADO,2024/01/19
7698,4472,Dinheiro,1,,,PENDENTE,2024-11-05
7699,7938,Cartão,2,Elo,12116.35,ESTORNADO,99/99/9999
7700,7377,Dinheiro,6,,2181.84,Estornado,2022-03-28
7701,427,PIX,12,,8063.04,PAGO,2023-07-09
7702,6916,boleto,10,,12038.18,PAGO,2022-09-11
7703,6160,PIX,4,,7216.75,PAGO,2022-11-28
7704,6537,Cartão,9,American Express,2652.91,PENDENTE,2023-01-30
7705,248,Boleto,8,,9905.71,PENDENTE,2023-05-24
7706,5950,Cartão,6,Elo,5187.33,PAGO,99/99/9999
7707,1702,Cartão,6,Elo,9644.85,Pago,09-07-2022
7708,643,PIX,1,,12497.49,PAGO,2022-07-24
7709,8705,,10,,450.97,ESTORNADO,2025-04-07
7710,8206,Dinheiro,3,,2609.55,PAGO,2022-05-24
7711,4143,PIX,,,7412.79,PAGO,2023-02-16
7712,8432,Cartão,4,American Express,12574.53,PAGO,2023-08-15
7713,8551,PIX,1,,10511.56,PAGO,2022-09-20
7714,6707,PIX,1,,13322.9,PAGO,2022-02-07
7715,2097,pix,6,,13334.17,ESTORNADO,2022-03-16
7716,9491,PIX,5,,1900.24,ESTORNADO,2024-07-04
7717,4690,Cartão,11,Elo,4497.09,PAGO,2024-09-16
7718,9331,Boleto,7,,7178.2,PAGO,06-05-2024
7719,5017,Dinheiro,5,,13163.41,PAGO ,2024-10-31
