pedido_id,cliente_id,produto_id,quantidade,preco_unitario,desconto,frete,valor_total,status,data_pedido,status_data
7748,263,4,10.0,5803.62,0.17,60.61,48230.66,PAGO,2022-05-03,PEDIDO COM DATA
7751,159,993,9.0,14927.55,0.07,20.83,124964.42,ENVIADO,,PEDIDO SEM DATA
7752,179,526,3.0,9024.01,0.1,80.39,24389.02,PAGO,2022-07-22,PEDIDO COM DATA
7753,547,1000,7.0,3217.03,0.22,135.83,17700.81,PAGO,,PEDIDO SEM DATA
7755,846,230,10.0,8203.54,0.21,85.17,64893.14,ENVIADO,,PEDIDO SEM DATA
7756,768,395,2.0,8303.93,0.04,29.11,15972.66,CANCELADO,2023-11-06,PEDIDO COM DATA
7757,777,513,2.0,13175.49,0.27,141.74,19377.96,ENVIADO,2022-07-31,PEDIDO COM DATA
7758,291,950,1.0,3759.27,0.13,17.98,3288.54,PAGO,2022-01-03,PEDIDO COM DATA
7759,794,755,5.0,13901.93,0.08,80.39,64062.56,PENDENTE,2022-11-29,PEDIDO COM DATA
7761,985,415,9.0,2004.53,0.07,83.11,16861.03,PENDENTE,2023-01-20,PEDIDO COM DATA
7762,125,365,7.0,2969.93,0.08,148.91,19275.26,CANCELADO,2022-11-03,PEDIDO COM DATA
7763,550,882,6.0,6613.73,0.29,31.21,28205.7,CANCELADO,2022-06-18,PEDIDO COM DATA
7764,858,564,6.0,6646.42,0.13,73.52,34767.83,PAGO,2023-06-17,PEDIDO COM DATA
7765,468,120,3.0,4659.65,0.16,36.57,11778.89,PAGO,,PEDIDO SEM DATA
7767,162,315,10.0,9104.4,0.19,130.3,73875.94,ENVIADO,2024-04-20,PEDIDO COM DATA
7768,797,660,5.0,6214.11,0.28,97.53,22468.33,PENDENTE,2024-09-04,PEDIDO COM DATA
7769,4,389,5.0,8654.53,0.03,29.3,42003.77,PAGO,2023-09-19,PEDIDO COM DATA
7770,652,766,4.0,9078.3,0.16,98.34,30601.43,CANCELADO,2022-12-28,PEDIDO COM DATA
7773,405,751,7.0,14954.77,0.1,44.45,94259.5,PAGO,2022-09-28,PEDIDO COM DATA
7774,92,869,6.0,14168.89,0.18,55.78,25248.04,PAGO,2023-07-05,PEDIDO COM DATA
7776,49,873,1.0,12587.92,0.22,143.87,9962.45,CANCELADO,2022-06-02,PEDIDO COM DATA
7778,439,166,7.0,10876.38,0.15,60.73,64775.19,ENVIADO,2023-08-05,PEDIDO COM DATA
7779,531,16,9.0,9797.47,0.24,26.29,67040.98,PENDENTE,2025-02-13,PEDIDO COM DATA
7780,844,829,7.0,7714.09,0.16,80.39,45401.94,CANCELADO,,PEDIDO SEM DATA
7781,224,286,-1.0,7147.02,0.3,135.5,10141.33,PENDENTE,2023-04-17,PEDIDO COM DATA
7783,538,619,7.0,329.4,0.25,76.96,1806.31,CANCELADO,2024-05-28,PEDIDO COM DATA
7786,604,518,-5.0,9851.24,0.05,49.39,56201.46,ENVIADO,2022-05-11,PEDIDO COM DATA
7790,49,762,2.0,5663.11,0.01,93.9,11306.86,PAGO,2022-08-22,PEDIDO COM DATA
7792,320,134,6.0,13889.31,0.19,68.02,67570.07,ENVIADO,2024-06-08,PEDIDO COM DATA
7793,546,933,2.0,4524.77,0.3,21.55,6356.23,PAGO,2022-07-01,PEDIDO COM DATA
7794,731,372,9.0,7205.28,0.0,136.46,63038.55,CANCELADO,2025-01-19,PEDIDO COM DATA
7795,373,152,2.0,14204.15,0.09,77.01,25928.56,ENVIADO,2022-01-22,PEDIDO COM DATA
7797,40,69,9.0,5060.21,0.11,33.48,40565.76,CANCELADO,2025-01-13,PEDIDO COM DATA
7798,252,884,8.0,11881.5,0.06,88.35,89437.23,PAGO,2023-01-23,PEDIDO COM DATA
7799,346,879,-5.0,8822.17,0.11,132.37,39391.03,CANCELADO,2024-08-15,PEDIDO COM DATA
7802,368,359,4.0,6696.56,0.21,11.35,21172.48,ENVIADO,2023-03-19,PEDIDO COM DATA
7803,688,686,10.0,11706.75,0.03,16.41,113571.88,CANCELADO,2023-08-15,PEDIDO COM DATA
7804,93,360,7.0,7748.38,0.18,24.96,44500.66,CANCELADO,2024-12-25,PEDIDO COM DATA
7805,804,541,-1.0,8243.02,0.06,18.38,0.0,ENVIADO,2022-05-20,PEDIDO COM DATA
7806,309,151,9.0,6629.97,0.13,80.39,51963.34,PENDENTE,2025-03-21,PEDIDO COM DATA
7808,244,578,2.0,7700.72,0.09,50.0,14065.31,CANCELADO,2024-07-14,PEDIDO COM DATA
7809,749,658,10.0,12419.49,0.0,143.5,97015.52,PENDENTE,2022-11-11,PEDIDO COM DATA
7812,828,788,5.0,2766.83,0.28,84.8,10045.39,PAGO,2023-09-07,PEDIDO COM DATA
7814,104,248,7.0,5045.18,0.26,16.61,26150.64,PENDENTE,2023-12-18,PEDIDO COM DATA
7816,37,974,-1.0,12652.66,0.2,134.95,91234.1,CANCELADO,2024-06-08,PEDIDO COM DATA
7819,778,425,2.0,7312.8,0.2,91.99,11792.47,CANCELADO,2025-04-10,PEDIDO COM DATA
7822,204,815,1.0,369.88,0.25,46.95,324.36,ENVIADO,2022-08-12,PEDIDO COM DATA
7823,235,418,3.0,12735.58,0.18,134.9,31464.43,CANCELADO,2022-10-04,PEDIDO COM DATA
7824,473,581,6.0,5786.4,0.24,48.38,26434.36,PENDENTE,2023-06-07,PEDIDO COM DATA
7825,376,466,5.0,8758.86,0.18,10.97,35922.3,PAGO,2023-04-18,PEDIDO COM DATA
7826,448,991,-5.0,3872.31,0.3,136.01,16399.71,CANCELADO,2023-04-26,PEDIDO COM DATA
7827,701,597,8.0,7575.39,0.28,102.23,43736.48,PENDENTE,2024-03-17,PEDIDO COM DATA
7828,435,472,4.0,9908.65,0.0,80.39,32588.85,PENDENTE,2023-10-06,PEDIDO COM DATA
7830,624,454,-1.0,4242.07,0.2,96.32,20458.26,PAGO,2022-07-13,PEDIDO COM DATA
7831,775,146,6.0,3577.55,0.27,140.65,15810.32,PENDENTE,,PEDIDO SEM DATA
7832,798,975,0.0,5644.64,0.01,134.83,25248.04,PAGO,2024-02-08,PEDIDO COM DATA
7833,950,384,1.0,5055.05,0.28,129.21,3768.85,PAGO,2022-07-01,PEDIDO COM DATA
7835,994,514,0.0,5956.89,0.1,108.49,53720.5,PAGO,2022-03-18,PEDIDO COM DATA
7838,323,690,7.0,4471.12,0.02,123.32,30795.2,PAGO,2022-12-09,PEDIDO COM DATA
7841,445,985,1.0,4180.17,0.26,96.18,3189.51,ENVIADO,2023-12-09,PEDIDO COM DATA
7842,570,447,4.0,7581.09,0.15,144.51,25248.04,PENDENTE,2024-08-31,PEDIDO COM DATA
7843,158,397,10.0,12861.16,0.18,73.0,105534.51,ENVIADO,2025-02-02,PEDIDO COM DATA
7844,394,150,5.0,11064.59,0.05,37.25,52594.05,PAGO,2024-12-08,PEDIDO COM DATA
7845,678,246,7.0,12276.02,0.29,101.21,61113.03,CANCELADO,2022-03-01,PEDIDO COM DATA
7846,783,92,5.0,6955.99,0.07,51.94,32397.29,CANCELADO,2023-06-24,PEDIDO COM DATA
7847,752,130,1.0,10265.72,0.05,105.36,9857.79,PAGO,2022-04-15,PEDIDO COM DATA
7848,243,681,4.0,2435.37,0.21,142.88,7838.65,ENVIADO,2022-06-09,PEDIDO COM DATA
7850,212,936,3.0,4035.87,0.05,119.23,11621.46,PENDENTE,2024-05-17,PEDIDO COM DATA
7852,352,679,3.0,10503.49,0.06,140.98,29760.82,PENDENTE,2024-08-16,PEDIDO COM DATA
7853,868,528,0.0,3739.84,0.1,132.37,30425.07,CANCELADO,2022-07-09,PEDIDO COM DATA
7854,719,903,1.0,4228.45,0.0,109.57,3280.91,PAGO,2023-02-14,PEDIDO COM DATA
7855,898,920,5.0,10863.65,0.27,99.86,39752.18,CANCELADO,2025-03-21,PEDIDO COM DATA
7856,310,136,1.0,9696.95,0.23,98.49,7565.14,PENDENTE,2023-12-22,PEDIDO COM DATA
7857,919,98,9.0,13227.71,0.03,80.39,115578.35,PAGO,2024-01-10,PEDIDO COM DATA
7858,770,696,7.0,4498.17,0.25,15.83,23631.22,ENVIADO,2022-08-18,PEDIDO COM DATA
7860,961,263,4.0,2570.83,0.06,12.2,9678.52,PENDENTE,2022-02-16,PEDIDO COM DATA
7861,698,926,9.0,13345.55,0.06,126.27,113029.62,PAGO,2024-11-26,PEDIDO COM DATA
7862,719,575,3.0,4058.32,0.24,65.92,9318.89,PAGO,2024-07-15,PEDIDO COM DATA
7864,434,591,2.0,11459.89,0.03,61.22,22293.41,PAGO,2023-01-29,PEDIDO COM DATA
7865,201,138,2.0,6594.8,0.23,118.72,-500.0,PAGO,2025-03-30,PEDIDO COM DATA
7868,583,363,9.0,12324.04,0.19,12.31,89854.56,CANCELADO,2024-12-17,PEDIDO COM DATA
7869,462,702,7.0,5119.46,0.0,37.61,35873.83,PENDENTE,,PEDIDO SEM DATA
7870,27,121,9.0,10669.59,0.01,73.96,95140.01,CANCELADO,2024-03-03,PEDIDO COM DATA
7871,484,839,10.0,12038.18,0.04,38.24,25248.04,CANCELADO,2022-09-11,PEDIDO COM DATA
7872,385,659,1.0,14512.63,0.14,29.12,25248.04,PENDENTE,2022-11-28,PEDIDO COM DATA
7875,452,709,6.0,3291.87,0.1,137.51,0.0,CANCELADO,2022-01-20,PEDIDO COM DATA
7876,786,864,9.0,1575.39,0.11,142.66,12761.53,PAGO,2023-11-02,PEDIDO COM DATA
7879,520,48,10.0,1411.93,0.28,64.17,10230.07,ENVIADO,2023-09-10,PEDIDO COM DATA
7881,858,23,4.0,3006.89,0.15,42.03,10265.46,ENVIADO,2022-05-27,PEDIDO COM DATA
7884,871,19,7.0,6962.68,0.23,80.39,37589.92,PAGO,2024-01-05,PEDIDO COM DATA
7885,527,38,3.0,8822.17,0.15,141.77,22638.3,PAGO,2025-02-24,PEDIDO COM DATA
7886,458,399,3.0,13776.57,0.29,105.66,29449.75,PAGO,2022-11-19,PEDIDO COM DATA
7887,495,930,9.0,8550.67,0.12,58.56,67779.87,PAGO,2025-02-17,PEDIDO COM DATA
7888,102,813,7.0,195.76,0.06,52.87,1340.97,PAGO,2023-05-24,PEDIDO COM DATA
7891,515,741,6.0,6140.58,0.29,111.77,26270.64,PAGO,2022-06-17,PEDIDO COM DATA
7892,433,766,3.0,12142.4,0.0,46.74,36473.94,ENVIADO,2023-10-24,PEDIDO COM DATA
7893,458,278,4.0,3702.27,0.17,14.53,12306.07,PAGO,2024-11-21,PEDIDO COM DATA
7894,919,123,1.0,7149.73,0.25,52.77,5415.07,CANCELADO,2023-03-30,PEDIDO COM DATA
7895,997,483,-1.0,13942.45,0.07,23.21,77822.08,ENVIADO,2023-08-07,PEDIDO COM DATA
7896,27,654,7.0,5066.71,0.03,17.02,34419.98,CANCELADO,2022-11-04,PEDIDO COM DATA
7897,577,876,4.0,10816.68,0.03,63.63,42032.35,ENVIADO,2022-05-13,PEDIDO COM DATA
7898,147,215,4.0,6363.88,0.28,34.73,18362.7,PENDENTE,2023-05-22,PEDIDO COM DATA
7902,836,567,5.0,5288.69,0.05,70.93,25192.21,ENVIADO,2022-09-25,PEDIDO COM DATA
7903,61,442,2.0,4683.37,0.06,126.01,8930.75,PAGO,,PEDIDO SEM DATA
7904,48,259,1.0,7388.13,0.12,81.36,6582.91,ENVIADO,,PEDIDO SEM DATA
7905,221,357,8.0,14953.43,0.09,26.77,108887.74,CANCELADO,2024-06-11,PEDIDO COM DATA
7908,120,491,6.0,905.86,0.25,102.52,4178.89,CANCELADO,2025-02-15,PEDIDO COM DATA
7909,408,771,4.0,9180.96,0.15,63.06,31278.32,ENVIADO,2022-02-01,PEDIDO COM DATA
7910,557,736,9.0,6882.69,0.28,51.16,-500.0,CANCELADO,2023-08-14,PEDIDO COM DATA
7911,750,132,8.0,10880.66,0.01,39.81,86214.64,CANCELADO,2023-12-04,PEDIDO COM DATA
7913,758,248,2.0,10442.89,0.24,121.14,15994.33,CANCELADO,2022-03-05,PEDIDO COM DATA
7915,413,710,8.0,414.73,0.1,99.09,3085.15,PENDENTE,2024-04-09,PEDIDO COM DATA
7917,525,519,6.0,12419.75,0.14,132.92,64218.83,PENDENTE,2022-05-14,PEDIDO COM DATA
7919,271,371,8.0,8648.7,0.19,51.88,56095.46,PENDENTE,2024-06-13,PEDIDO COM DATA
7920,268,29,9.0,6562.93,0.16,90.06,49705.81,CANCELADO,2025-01-18,PEDIDO COM DATA
7921,948,208,3.0,13565.51,0.12,126.07,35939.02,CANCELADO,2022-07-24,PEDIDO COM DATA
7922,25,412,10.0,3531.2,0.14,80.39,30449.09,ENVIADO,2025-03-18,PEDIDO COM DATA
7924,356,731,8.0,1389.63,0.0,72.54,11189.58,ENVIADO,2023-04-26,PEDIDO COM DATA
7925,701,120,10.0,9320.81,0.14,73.74,80232.71,PENDENTE,2023-01-22,PEDIDO COM DATA
7927,560,971,2.0,10962.74,0.09,80.39,20034.16,PENDENTE,2023-07-05,PEDIDO COM DATA
7931,75,95,6.0,1060.22,0.09,28.22,25248.04,CANCELADO,2022-04-14,PEDIDO COM DATA
7933,38,604,5.0,12124.38,0.27,130.78,44384.77,CANCELADO,2025-01-16,PEDIDO COM DATA
7934,506,205,5.0,12584.21,0.05,139.5,59914.5,ENVIADO,2024-11-21,PEDIDO COM DATA
7935,534,510,2.0,3855.88,0.17,13.18,6413.94,PAGO,2023-03-02,PEDIDO COM DATA
7938,443,912,10.0,470.4,0.26,34.6,3515.56,ENVIADO,2023-12-16,PEDIDO COM DATA
7944,931,112,-5.0,14652.28,0.08,138.21,-500.0,CANCELADO,2024-10-31,PEDIDO COM DATA
7950,277,272,1.0,14484.79,0.25,118.86,10982.45,PENDENTE,2024-07-31,PEDIDO COM DATA
7952,780,934,5.0,9723.6,0.15,60.05,41385.35,PENDENTE,2022-10-01,PEDIDO COM DATA
7953,858,99,9.0,5610.83,0.17,38.43,41951.33,PENDENTE,2022-02-18,PEDIDO COM DATA
7954,583,702,-1.0,7497.4,0.26,62.68,5610.76,PAGO,2024-02-13,PEDIDO COM DATA
7955,818,636,1.0,6595.38,0.29,80.39,4703.89,PAGO,2022-02-20,PEDIDO COM DATA
7957,230,741,9.0,3307.31,0.26,37.89,22064.57,PENDENTE,2024-10-10,PEDIDO COM DATA
7959,194,659,10.0,4340.99,0.19,80.39,35186.33,PAGO,2024-11-26,PEDIDO COM DATA
7960,474,552,6.0,13927.38,0.16,115.82,70309.82,PAGO,,PEDIDO SEM DATA
7961,213,277,9.0,120.78,0.0,79.75,0.0,ENVIADO,2025-01-28,PEDIDO COM DATA
7962,447,472,7.0,10029.94,0.18,40.37,25248.04,PENDENTE,2022-04-09,PEDIDO COM DATA
7965,500,270,1.0,818.9,0.13,21.51,733.95,PENDENTE,2023-08-02,PEDIDO COM DATA
7966,171,560,1.0,3628.06,0.21,23.32,25248.04,CANCELADO,2025-01-08,PEDIDO COM DATA
7967,470,101,3.0,9907.19,0.15,33.42,25296.75,CANCELADO,2024-07-08,PEDIDO COM DATA
7971,168,472,10.0,2439.28,0.23,52.07,18834.53,CANCELADO,2024-08-01,PEDIDO COM DATA
7973,149,171,4.0,1768.68,0.26,15.32,5250.61,PAGO,2022-09-03,PEDIDO COM DATA
7974,527,91,2.0,331.74,0.29,40.16,511.23,PENDENTE,2023-03-21,PEDIDO COM DATA
7976,688,78,7.0,13806.56,0.08,137.15,89051.4,ENVIADO,2023-03-12,PEDIDO COM DATA
7977,314,540,9.0,11653.35,0.25,88.2,78748.31,PAGO,2023-10-23,PEDIDO COM DATA
7979,690,777,5.0,5064.63,0.21,45.55,20050.84,CANCELADO,2024-02-19,PEDIDO COM DATA
7981,27,177,5.0,9752.63,0.06,27.23,45864.59,ENVIADO,2023-04-18,PEDIDO COM DATA
7983,979,897,4.0,4531.24,0.13,142.99,15911.71,ENVIADO,2023-07-14,PEDIDO COM DATA
7984,638,786,-5.0,3341.12,0.18,80.19,21997.94,PAGO,2023-09-16,PEDIDO COM DATA
7985,440,307,9.0,6930.29,0.17,111.38,51880.65,CANCELADO,2024-12-25,PEDIDO COM DATA
7987,12,827,10.0,13985.23,0.14,128.15,120401.13,CANCELADO,2022-08-06,PEDIDO COM DATA
7988,665,368,6.0,13373.96,0.04,35.11,77069.12,ENVIADO,2022-09-24,PEDIDO COM DATA
7989,435,754,7.0,2133.91,0.11,59.54,13353.8,CANCELADO,2023-10-20,PEDIDO COM DATA
7993,991,821,-5.0,7429.48,0.2,121.52,23895.86,CANCELADO,2024-07-07,PEDIDO COM DATA
7994,346,916,10.0,1562.65,0.04,19.02,15020.46,PAGO,2022-06-21,PEDIDO COM DATA
7995,292,240,1.0,53.0,0.0,117.38,165.08,PENDENTE,2024-08-17,PEDIDO COM DATA
7996,513,935,6.0,11870.2,0.15,139.26,60677.28,PENDENTE,2023-12-14,PEDIDO COM DATA
7997,19,845,5.0,257.61,0.01,91.29,1366.46,PAGO,2022-12-05,PEDIDO COM DATA
7998,814,752,7.0,5298.34,0.04,84.23,35689.07,ENVIADO,2024-02-01,PEDIDO COM DATA
8000,362,222,2.0,7938.37,0.25,80.39,11979.4,PAGO,2023-03-07,PEDIDO COM DATA
8002,23,436,7.0,2897.45,0.18,84.3,16715.66,PAGO,2022-03-24,PEDIDO COM DATA
8003,748,137,7.0,8301.18,0.07,27.08,25248.04,ENVIADO,2022-10-29,PEDIDO COM DATA
8004,491,799,2.0,3955.92,0.14,56.74,6860.92,ENVIADO,2024-04-20,PEDIDO COM DATA
8005,239,991,4.0,6365.65,0.13,39.29,22191.75,PENDENTE,2022-08-24,PEDIDO COM DATA
8007,803,412,-1.0,4453.35,0.0,86.79,4540.14,PENDENTE,2024-10-14,PEDIDO COM DATA
8009,605,780,1.0,6534.73,0.21,84.77,5247.21,CANCELADO,,PEDIDO SEM DATA
8011,510,980,-1.0,2795.17,0.23,134.35,8743.47,PAGO,2024-04-02,PEDIDO COM DATA
8014,626,914,6.0,2070.18,0.13,134.59,25248.04,CANCELADO,2022-10-25,PEDIDO COM DATA
8016,136,212,4.0,13927.34,0.08,86.24,51338.85,ENVIADO,2024-11-21,PEDIDO COM DATA
8022,288,233,1.0,14305.85,0.05,145.13,13735.69,PAGO,2023-05-25,PEDIDO COM DATA
8023,786,129,8.0,6841.42,0.06,139.91,51587.39,PENDENTE,2022-04-29,PEDIDO COM DATA
8024,436,818,1.0,7122.05,0.22,61.11,5616.31,CANCELADO,2023-07-10,PEDIDO COM DATA
8026,688,543,1.0,2120.05,0.02,23.45,2101.1,PAGO,,PEDIDO SEM DATA
8029,3,808,2.0,3218.69,0.09,125.12,5983.14,CANCELADO,2025-02-06,PEDIDO COM DATA
8031,514,349,9.0,13034.45,0.12,82.46,103315.3,CANCELADO,2022-08-12,PEDIDO COM DATA
8032,59,400,6.0,13437.95,0.21,69.92,63765.8,CANCELADO,2023-05-09,PEDIDO COM DATA
8033,982,584,7.0,14413.58,0.22,115.84,78813.99,CANCELADO,2022-11-20,PEDIDO COM DATA
8034,283,713,9.0,2960.13,0.0,142.74,26783.91,PENDENTE,2022-06-06,PEDIDO COM DATA
8035,875,555,9.0,5954.77,0.07,41.29,49882.71,ENVIADO,2022-12-05,PEDIDO COM DATA
8036,693,375,10.0,2717.69,0.21,46.75,21516.5,PENDENTE,2022-11-18,PEDIDO COM DATA
8038,602,18,7.0,1366.89,0.06,135.05,25248.04,PENDENTE,2022-09-15,PEDIDO COM DATA
8039,958,436,4.0,14849.9,0.15,42.76,50532.42,PAGO,2024-10-17,PEDIDO COM DATA
8040,914,53,10.0,9009.33,0.02,77.92,88369.35,ENVIADO,2025-01-04,PEDIDO COM DATA
8043,396,779,10.0,13738.55,0.14,74.82,118226.35,PENDENTE,2023-04-16,PEDIDO COM DATA
8045,613,244,1.0,1381.34,0.21,132.44,0.0,PENDENTE,2022-05-02,PEDIDO COM DATA
8047,924,800,9.0,13720.51,0.14,17.79,106214.54,PAGO,2024-11-27,PEDIDO COM DATA
8049,227,779,7.0,4451.24,0.28,35.99,22470.24,CANCELADO,2023-11-29,PEDIDO COM DATA
8050,602,744,6.0,7932.65,0.17,130.69,39635.29,ENVIADO,2023-11-12,PEDIDO COM DATA
8051,542,155,6.0,1838.2,0.27,42.81,8094.13,PENDENTE,,PEDIDO SEM DATA
8052,893,826,1.0,5630.69,0.23,56.6,4392.23,CANCELADO,2024-06-23,PEDIDO COM DATA
8053,1000,955,9.0,14512.24,0.15,79.86,111098.5,PENDENTE,2024-01-19,PEDIDO COM DATA
8054,561,311,5.0,181.68,0.18,65.7,810.59,ENVIADO,,PEDIDO SEM DATA
8055,627,683,10.0,10420.61,0.22,24.63,81305.39,CANCELADO,2023-10-17,PEDIDO COM DATA
8056,301,675,7.0,3483.12,0.0,48.89,20042.0,ENVIADO,2024-11-09,PEDIDO COM DATA
8057,416,189,10.0,7280.93,0.1,84.93,65613.3,ENVIADO,2023-11-17,PEDIDO COM DATA
8058,301,596,10.0,1910.49,0.3,64.0,13437.43,CANCELADO,2025-03-02,PEDIDO COM DATA
8060,572,262,5.0,7785.57,0.21,59.28,30812.28,PENDENTE,,PEDIDO SEM DATA
8064,488,751,9.0,5700.17,0.23,141.37,39643.55,CANCELADO,2022-02-13,PEDIDO COM DATA
8067,555,531,10.0,6264.13,0.03,53.14,60815.2,PENDENTE,,PEDIDO SEM DATA
8068,589,662,6.0,13940.48,0.14,16.77,71949.65,ENVIADO,2024-01-21,PEDIDO COM DATA
8070,128,862,8.0,13028.06,0.11,78.74,92838.53,ENVIADO,2023-05-05,PEDIDO COM DATA
8073,464,988,-5.0,64.93,0.14,139.01,250.69,ENVIADO,2023-08-02,PEDIDO COM DATA
8074,762,625,-5.0,7881.84,0.09,97.53,50304.85,PAGO,2023-03-03,PEDIDO COM DATA
8075,52,601,7.0,4729.88,0.02,77.34,32524.32,ENVIADO,2023-11-29,PEDIDO COM DATA
8076,177,941,5.0,10082.4,0.22,145.49,39466.85,ENVIADO,2022-11-13,PEDIDO COM DATA
8080,178,702,1.0,3689.16,0.05,33.87,3538.57,ENVIADO,2024-12-05,PEDIDO COM DATA
8081,805,897,8.0,8608.71,0.02,95.53,67587.82,PENDENTE,2022-11-13,PEDIDO COM DATA
8082,485,330,1.0,14474.61,0.18,27.11,11896.29,CANCELADO,2024-12-05,PEDIDO COM DATA
8086,255,228,2.0,11584.7,0.06,14.87,21794.11,CANCELADO,2024-12-27,PEDIDO COM DATA
8087,183,577,8.0,7658.96,0.1,80.39,55274.16,ENVIADO,2022-04-15,PEDIDO COM DATA
8088,485,344,1.0,10807.98,0.16,26.03,9104.73,PAGO,2022-04-30,PEDIDO COM DATA
8089,404,961,0.0,13823.36,0.0,84.28,32016.24,CANCELADO,2024-04-26,PEDIDO COM DATA
8091,281,137,5.0,3237.63,0.12,80.39,25248.04,PAGO,2024-07-27,PEDIDO COM DATA
8094,389,175,6.0,7341.3,0.3,125.83,30959.29,PAGO,2022-03-08,PEDIDO COM DATA
8095,309,311,6.0,8214.8,0.26,23.15,36496.86,ENVIADO,2022-02-12,PEDIDO COM DATA
8096,368,956,10.0,10765.93,0.09,54.93,98024.89,CANCELADO,2022-02-11,PEDIDO COM DATA
8099,506,724,3.0,13622.87,0.19,75.09,33178.66,PAGO,2023-07-11,PEDIDO COM DATA
8100,895,432,1.0,776.23,0.19,57.75,686.5,PAGO,2023-12-02,PEDIDO COM DATA
8101,245,49,9.0,4909.23,0.3,122.23,31050.38,CANCELADO,2024-08-19,PEDIDO COM DATA
8104,708,265,8.0,2532.26,0.17,32.46,25248.04,CANCELADO,2023-01-26,PEDIDO COM DATA
8106,752,364,8.0,13274.95,0.12,143.48,93599.13,ENVIADO,,PEDIDO SEM DATA
8107,882,943,4.0,9538.72,0.06,109.4,35974.99,PAGO,2022-09-29,PEDIDO COM DATA
8108,650,211,7.0,9892.34,0.13,80.39,60321.93,PAGO,2023-07-10,PEDIDO COM DATA
8109,183,276,8.0,13855.06,0.17,146.22,0.0,ENVIADO,2022-11-25,PEDIDO COM DATA
8111,468,586,5.0,4808.12,0.28,51.21,17360.44,PAGO,2023-06-28,PEDIDO COM DATA
8112,484,967,7.0,12718.7,0.15,48.91,75725.18,PAGO,2022-07-31,PEDIDO COM DATA
8113,114,247,1.0,6310.37,0.09,26.34,5768.78,PAGO,2024-03-03,PEDIDO COM DATA
8114,108,903,4.0,5578.74,0.09,80.39,20431.58,ENVIADO,2023-05-20,PEDIDO COM DATA
8116,953,372,7.0,10414.27,0.1,128.78,65738.68,CANCELADO,2023-11-07,PEDIDO COM DATA
8118,746,116,7.0,5777.82,0.04,20.17,38847.12,ENVIADO,,PEDIDO SEM DATA
8120,185,267,6.0,14261.67,0.13,85.75,74531.67,CANCELADO,2023-06-05,PEDIDO COM DATA
8121,52,116,10.0,2377.55,0.29,121.44,17002.04,ENVIADO,2023-01-25,PEDIDO COM DATA
8123,981,773,5.0,4894.57,0.0,23.0,24495.85,PAGO,2024-07-22,PEDIDO COM DATA
8124,743,950,1.0,276.33,0.05,85.83,348.34,ENVIADO,2024-07-27,PEDIDO COM DATA
8125,791,589,5.0,14217.75,0.1,82.55,64062.43,PENDENTE,2023-10-24,PEDIDO COM DATA
8126,169,584,3.0,7484.35,0.07,145.38,21026.72,CANCELADO,2022-09-30,PEDIDO COM DATA
8127,719,948,9.0,5248.12,0.03,24.93,45841.02,PENDENTE,,PEDIDO SEM DATA
8129,708,395,4.0,11555.59,0.23,99.57,35690.79,ENVIADO,2022-10-15,PEDIDO COM DATA
8132,110,865,1.0,9211.67,0.25,54.26,6963.01,PAGO,2022-03-26,PEDIDO COM DATA
8133,653,22,9.0,4735.57,0.11,46.15,37978.07,CANCELADO,2024-03-24,PEDIDO COM DATA
8135,685,217,2.0,7141.58,0.01,36.34,25248.04,CANCELADO,2022-12-25,PEDIDO COM DATA
8136,831,578,2.0,8683.1,0.2,148.19,14041.15,PAGO,2023-10-18,PEDIDO COM DATA
8138,167,529,6.0,1100.53,0.05,118.39,6391.41,CANCELADO,2024-04-20,PEDIDO COM DATA
8141,223,791,6.0,11962.78,0.12,141.16,63304.64,ENVIADO,2024-11-01,PEDIDO COM DATA
8143,128,372,3.0,14640.97,0.26,28.77,32531.72,CANCELADO,2024-04-25,PEDIDO COM DATA
8144,60,636,2.0,7951.02,0.08,69.47,14699.35,PENDENTE,2023-01-01,PEDIDO COM DATA
8145,897,403,9.0,12769.29,0.28,129.42,82874.42,PAGO,2023-07-06,PEDIDO COM DATA
8146,276,790,5.0,4296.13,0.16,80.39,18151.28,PENDENTE,,PEDIDO SEM DATA
8148,966,57,6.0,2115.64,0.25,49.66,9570.04,PENDENTE,2023-12-09,PEDIDO COM DATA
8149,87,549,10.0,2871.94,0.07,80.67,26789.71,ENVIADO,2022-02-04,PEDIDO COM DATA
8150,412,431,2.0,14993.86,0.1,10.8,26999.75,PAGO,2022-12-01,PEDIDO COM DATA
8151,257,823,9.0,6606.11,0.14,56.91,51188.2,ENVIADO,2024-07-03,PEDIDO COM DATA
8152,335,266,2.0,11591.05,0.02,14.11,22732.57,PENDENTE,2024-05-14,PEDIDO COM DATA
8153,702,641,7.0,10702.77,0.05,40.38,71213.8,ENVIADO,2025-02-23,PEDIDO COM DATA
8155,818,940,8.0,13294.78,0.22,128.28,83087.71,CANCELADO,2023-07-26,PEDIDO COM DATA
8156,286,91,9.0,9345.34,0.11,80.17,74936.34,CANCELADO,2022-09-17,PEDIDO COM DATA
8157,590,315,5.0,13406.06,0.06,80.39,25248.04,PENDENTE,2023-12-30,PEDIDO COM DATA
8161,418,605,2.0,6704.57,0.21,71.21,10664.43,CANCELADO,2022-03-04,PEDIDO COM DATA
8165,210,429,4.0,13022.22,0.15,133.66,44409.21,PENDENTE,2024-06-23,PEDIDO COM DATA
